"attacking_mechdef_id","defending_mechdef_id","wins","total_battles"
mechdef_catapult_CPLT-C1,mechdef_locust_LCT-1V,100,100
mechdef_catapult_CPLT-C1,mechdef_orion_ON1-K,3,100
mechdef_catapult_CPLT-C1,mechdef_orion_ON1-V,10,100
mechdef_catapult_CPLT-C1,mechdef_panther1b_PNT-9R,100,100
mechdef_catapult_CPLT-C1,mechdef_quickdraw_QKD-4G,91,100
mechdef_catapult_CPLT-C1,mechdef_quickdraw_QKD-5A,95,100
mechdef_catapult_CPLT-C1,mechdef_shadowhawk_SHD-2D,100,100
mechdef_catapult_CPLT-C1,mechdef_shadowhawk_SHD-2H,100,100
mechdef_catapult_CPLT-C1,mechdef_shadowhawk1b_SHD-2D,100,100
mechdef_catapult_CPLT-C1,mechdef_spider_SDR-5V,100,100
mechdef_catapult_CPLT-C1,mechdef_thunderbolt_TDR-5S,13,100
mechdef_catapult_CPLT-C1,mechdef_thunderbolt_TDR-5SE,43,100
mechdef_catapult_CPLT-C1,mechdef_thunderbolt_TDR-5SS,22,100
mechdef_catapult_CPLT-C1,mechdef_trebuchet_TBT-5N,95,100
mechdef_catapult_CPLT-C1,mechdef_urbanmech_UM-R60,100,100
mechdef_catapult_CPLT-C1,mechdef_urbanmech_UM-R60L,100,100
mechdef_catapult_CPLT-C1,mechdef_urbanmech_UM-R90,100,100
mechdef_catapult_CPLT-C1,mechdef_victor_VTR-9B,20,100
mechdef_catapult_CPLT-C1,mechdef_victor_VTR-9S,23,100
mechdef_catapult_CPLT-C1,mechdef_vindicator_VND-1AA,100,100
mechdef_catapult_CPLT-C1,mechdef_vindicator_VND-1R,100,100
mechdef_catapult_CPLT-C1,mechdef_wolverine_WVR-6K,83,100
mechdef_catapult_CPLT-C1,mechdef_wolverine_WVR-6R,99,100
mechdef_catapult_CPLT-C1,mechdef_zeus_ZEU-6S,37,100
mechdef_catapult_CPLT-C4,mechdef_awesome_AWS-8Q,10,100
mechdef_catapult_CPLT-C4,mechdef_awesome_AWS-8T,2,100
mechdef_catapult_CPLT-C4,mechdef_banshee_BNC-3E,33,100
mechdef_catapult_CPLT-C4,mechdef_banshee_BNC-3M,7,100
mechdef_catapult_CPLT-C4,mechdef_blackjack_BJ-1,96,100
mechdef_catapult_CPLT-C4,mechdef_blackjack_BJ-1DB,99,100
mechdef_catapult_CPLT-C4,mechdef_blackknight_BL-6-KNT,12,100
mechdef_catapult_CPLT-C4,mechdef_blackknight_BL-6b-KNT,1,100
mechdef_catapult_CPLT-C4,mechdef_cataphract_CTF-1X,35,100
mechdef_catapult_CPLT-C4,mechdef_catapult_CPLT-C1,46,100
mechdef_catapult_CPLT-C4,mechdef_catapult_CPLT-C4,60,100
mechdef_catapult_CPLT-C4,mechdef_catapult_CPLT-K2,54,100
mechdef_catapult_CPLT-C4,mechdef_centurion_CN9-A,93,100
mechdef_catapult_CPLT-C4,mechdef_centurion_CN9-AL,79,100
mechdef_catapult_CPLT-C4,mechdef_centurion_CN9-AS,100,100
mechdef_catapult_CPLT-C4,mechdef_cicada_CDA-2A,100,100
mechdef_catapult_CPLT-C4,mechdef_cicada_CDA-3C,100,100
mechdef_catapult_CPLT-C4,mechdef_commando_COM-1B,100,100
mechdef_catapult_CPLT-C4,mechdef_commando_COM-2D,100,100
mechdef_catapult_CPLT-C4,mechdef_dragon_DRG-1N,76,100
mechdef_catapult_CPLT-C4,mechdef_enforcer_ENF-4R,89,100
mechdef_catapult_CPLT-C4,mechdef_grasshopper_GHR-5H,56,100
mechdef_catapult_CPLT-C4,mechdef_griffin_GRF-1N,92,100
mechdef_catapult_CPLT-C4,mechdef_griffin_GRF-1S,94,100
mechdef_catapult_CPLT-C4,mechdef_griffin_GRF-4N,46,100
mechdef_catapult_CPLT-C4,mechdef_griffin_GRF-4N_fp_greed,78,100
mechdef_catapult_CPLT-C4,mechdef_hunchback_HBK-4G,63,100
mechdef_catapult_CPLT-C4,mechdef_hunchback_HBK-4P,49,100
mechdef_catapult_CPLT-C4,mechdef_jagermech_JM6-A,61,100
mechdef_catapult_CPLT-C4,mechdef_jagermech_JM6-S,91,100
mechdef_catapult_CPLT-C4,mechdef_jenner_JR7-D,100,100
mechdef_catapult_CPLT-C4,mechdef_kintaro_KTO-18,30,100
mechdef_catapult_CPLT-C4,mechdef_locust_LCT-1M,100,100
mechdef_catapult_CPLT-C4,mechdef_locust_LCT-1S,100,100
mechdef_catapult_CPLT-C4,mechdef_locust_LCT-1V,100,100
mechdef_catapult_CPLT-C4,mechdef_orion_ON1-K,6,100
mechdef_catapult_CPLT-C4,mechdef_orion_ON1-V,6,100
mechdef_catapult_CPLT-C4,mechdef_panther1b_PNT-9R,100,100
mechdef_catapult_CPLT-C4,mechdef_quickdraw_QKD-4G,83,100
mechdef_catapult_CPLT-C4,mechdef_quickdraw_QKD-5A,86,100
mechdef_catapult_CPLT-C4,mechdef_shadowhawk_SHD-2D,99,100
mechdef_catapult_CPLT-C4,mechdef_shadowhawk_SHD-2H,99,100
mechdef_catapult_CPLT-C4,mechdef_shadowhawk1b_SHD-2D,99,100
mechdef_catapult_CPLT-C4,mechdef_spider_SDR-5V,100,100
mechdef_catapult_CPLT-C4,mechdef_thunderbolt_TDR-5S,10,100
mechdef_catapult_CPLT-C4,mechdef_thunderbolt_TDR-5SE,30,100
mechdef_catapult_CPLT-C4,mechdef_thunderbolt_TDR-5SS,27,100
mechdef_catapult_CPLT-C4,mechdef_trebuchet_TBT-5N,86,100
mechdef_catapult_CPLT-C4,mechdef_urbanmech_UM-R60,100,100
mechdef_catapult_CPLT-C4,mechdef_urbanmech_UM-R60L,100,100
mechdef_catapult_CPLT-C4,mechdef_urbanmech_UM-R90,100,100
mechdef_catapult_CPLT-C4,mechdef_victor_VTR-9B,23,100
mechdef_catapult_CPLT-C4,mechdef_victor_VTR-9S,18,100
mechdef_catapult_CPLT-C4,mechdef_vindicator_VND-1AA,100,100
mechdef_catapult_CPLT-C4,mechdef_vindicator_VND-1R,98,100
mechdef_catapult_CPLT-C4,mechdef_wolverine_WVR-6K,81,100
mechdef_catapult_CPLT-C4,mechdef_wolverine_WVR-6R,96,100
mechdef_catapult_CPLT-C4,mechdef_zeus_ZEU-6S,30,100
mechdef_catapult_CPLT-K2,mechdef_awesome_AWS-8Q,14,100
mechdef_catapult_CPLT-K2,mechdef_awesome_AWS-8T,6,100
mechdef_catapult_CPLT-K2,mechdef_banshee_BNC-3E,30,100
mechdef_catapult_CPLT-K2,mechdef_banshee_BNC-3M,7,100
mechdef_catapult_CPLT-K2,mechdef_blackjack_BJ-1,98,100
mechdef_catapult_CPLT-K2,mechdef_blackjack_BJ-1DB,100,100
mechdef_catapult_CPLT-K2,mechdef_blackknight_BL-6-KNT,11,100
mechdef_catapult_CPLT-K2,mechdef_blackknight_BL-6b-KNT,1,100
mechdef_catapult_CPLT-K2,mechdef_cataphract_CTF-1X,34,100
mechdef_catapult_CPLT-K2,mechdef_catapult_CPLT-C1,40,100
mechdef_catapult_CPLT-K2,mechdef_catapult_CPLT-C4,46,100
mechdef_catapult_CPLT-K2,mechdef_catapult_CPLT-K2,66,100
mechdef_catapult_CPLT-K2,mechdef_centurion_CN9-A,90,100
mechdef_catapult_CPLT-K2,mechdef_centurion_CN9-AL,83,100
mechdef_catapult_CPLT-K2,mechdef_centurion_CN9-AS,100,100
mechdef_catapult_CPLT-K2,mechdef_cicada_CDA-2A,100,100
mechdef_catapult_CPLT-K2,mechdef_cicada_CDA-3C,100,100
mechdef_catapult_CPLT-K2,mechdef_commando_COM-1B,100,100
mechdef_catapult_CPLT-K2,mechdef_commando_COM-2D,100,100
mechdef_catapult_CPLT-K2,mechdef_dragon_DRG-1N,70,100
mechdef_catapult_CPLT-K2,mechdef_enforcer_ENF-4R,96,100
mechdef_catapult_CPLT-K2,mechdef_grasshopper_GHR-5H,46,100
mechdef_catapult_CPLT-K2,mechdef_griffin_GRF-1N,96,100
mechdef_catapult_CPLT-K2,mechdef_griffin_GRF-1S,97,100
mechdef_catapult_CPLT-K2,mechdef_griffin_GRF-4N,55,100
mechdef_catapult_CPLT-K2,mechdef_griffin_GRF-4N_fp_greed,69,100
mechdef_catapult_CPLT-K2,mechdef_hunchback_HBK-4G,62,100
mechdef_catapult_CPLT-K2,mechdef_hunchback_HBK-4P,41,100
mechdef_catapult_CPLT-K2,mechdef_jagermech_JM6-A,61,100
mechdef_catapult_CPLT-K2,mechdef_jagermech_JM6-S,88,100
mechdef_catapult_CPLT-K2,mechdef_jenner_JR7-D,100,100
mechdef_catapult_CPLT-K2,mechdef_kingcrab_KGC-0000,2,100
mechdef_catapult_CPLT-K2,mechdef_kingcrab_KGC-V-0000,1,100
mechdef_catapult_CPLT-K2,mechdef_kintaro_KTO-18,43,100
mechdef_catapult_CPLT-K2,mechdef_locust_LCT-1M,100,100
mechdef_catapult_CPLT-K2,mechdef_locust_LCT-1S,100,100
mechdef_catapult_CPLT-K2,mechdef_locust_LCT-1V,100,100
mechdef_catapult_CPLT-K2,mechdef_orion_ON1-K,4,100
mechdef_catapult_CPLT-K2,mechdef_orion_ON1-V,9,100
mechdef_catapult_CPLT-K2,mechdef_panther1b_PNT-9R,100,100
mechdef_catapult_CPLT-K2,mechdef_quickdraw_QKD-4G,89,100
mechdef_catapult_CPLT-K2,mechdef_quickdraw_QKD-5A,87,100
mechdef_catapult_CPLT-K2,mechdef_shadowhawk_SHD-2D,100,100
mechdef_catapult_CPLT-K2,mechdef_shadowhawk_SHD-2H,99,100
mechdef_catapult_CPLT-K2,mechdef_shadowhawk1b_SHD-2D,99,100
mechdef_catapult_CPLT-K2,mechdef_spider_SDR-5V,100,100
mechdef_catapult_CPLT-K2,mechdef_thunderbolt_TDR-5S,3,100
mechdef_catapult_CPLT-K2,mechdef_thunderbolt_TDR-5SE,31,100
mechdef_catapult_CPLT-K2,mechdef_thunderbolt_TDR-5SS,21,100
mechdef_catapult_CPLT-K2,mechdef_trebuchet_TBT-5N,87,100
mechdef_catapult_CPLT-K2,mechdef_urbanmech_UM-R60,99,100
mechdef_catapult_CPLT-K2,mechdef_urbanmech_UM-R60L,99,100
mechdef_catapult_CPLT-K2,mechdef_urbanmech_UM-R90,100,100
mechdef_catapult_CPLT-K2,mechdef_victor_VTR-9B,23,100
mechdef_catapult_CPLT-K2,mechdef_victor_VTR-9S,16,100
mechdef_catapult_CPLT-K2,mechdef_vindicator_VND-1AA,100,100
mechdef_catapult_CPLT-K2,mechdef_vindicator_VND-1R,99,100
mechdef_catapult_CPLT-K2,mechdef_wolverine_WVR-6K,82,100
mechdef_catapult_CPLT-K2,mechdef_wolverine_WVR-6R,94,100
mechdef_catapult_CPLT-K2,mechdef_zeus_ZEU-6S,26,100
mechdef_centurion_CN9-A,mechdef_awesome_AWS-8Q,1,100
mechdef_centurion_CN9-A,mechdef_banshee_BNC-3E,2,100
mechdef_centurion_CN9-A,mechdef_blackjack_BJ-1,70,100
mechdef_centurion_CN9-A,mechdef_blackjack_BJ-1DB,82,100
mechdef_centurion_CN9-A,mechdef_cataphract_CTF-1X,4,100
mechdef_centurion_CN9-A,mechdef_catapult_CPLT-C1,6,100
mechdef_centurion_CN9-A,mechdef_catapult_CPLT-C4,7,100
mechdef_centurion_CN9-A,mechdef_catapult_CPLT-K2,10,100
mechdef_centurion_CN9-A,mechdef_centurion_CN9-A,58,100
mechdef_centurion_CN9-A,mechdef_centurion_CN9-AL,23,100
mechdef_centurion_CN9-A,mechdef_centurion_CN9-AS,100,100
mechdef_centurion_CN9-A,mechdef_cicada_CDA-2A,100,100
mechdef_centurion_CN9-A,mechdef_cicada_CDA-3C,99,100
mechdef_centurion_CN9-A,mechdef_commando_COM-1B,100,100
mechdef_centurion_CN9-A,mechdef_commando_COM-2D,100,100
mechdef_centurion_CN9-A,mechdef_dragon_DRG-1N,29,100
mechdef_centurion_CN9-A,mechdef_enforcer_ENF-4R,56,100
mechdef_centurion_CN9-A,mechdef_grasshopper_GHR-5H,5,100
mechdef_centurion_CN9-A,mechdef_griffin_GRF-1N,66,100
mechdef_centurion_CN9-A,mechdef_griffin_GRF-1S,65,100
mechdef_centurion_CN9-A,mechdef_griffin_GRF-4N,9,100
mechdef_centurion_CN9-A,mechdef_griffin_GRF-4N_fp_greed,26,100
mechdef_centurion_CN9-A,mechdef_hunchback_HBK-4G,13,100
mechdef_centurion_CN9-A,mechdef_hunchback_HBK-4P,13,100
mechdef_centurion_CN9-A,mechdef_jagermech_JM6-A,8,100
mechdef_centurion_CN9-A,mechdef_jagermech_JM6-S,55,100
mechdef_centurion_CN9-A,mechdef_jenner_JR7-D,100,100
mechdef_centurion_CN9-A,mechdef_kintaro_KTO-18,3,100
mechdef_centurion_CN9-A,mechdef_locust_LCT-1M,100,100
mechdef_centurion_CN9-A,mechdef_locust_LCT-1S,100,100
mechdef_centurion_CN9-A,mechdef_locust_LCT-1V,100,100
mechdef_centurion_CN9-A,mechdef_panther1b_PNT-9R,100,100
mechdef_centurion_CN9-A,mechdef_quickdraw_QKD-4G,41,100
mechdef_centurion_CN9-A,mechdef_quickdraw_QKD-5A,30,100
mechdef_centurion_CN9-A,mechdef_shadowhawk_SHD-2D,78,100
mechdef_centurion_CN9-A,mechdef_shadowhawk_SHD-2H,82,100
mechdef_centurion_CN9-A,mechdef_shadowhawk1b_SHD-2D,89,100
mechdef_centurion_CN9-A,mechdef_spider_SDR-5V,100,100
mechdef_centurion_CN9-A,mechdef_thunderbolt_TDR-5S,1,100
mechdef_centurion_CN9-A,mechdef_thunderbolt_TDR-5SE,3,100
mechdef_centurion_CN9-A,mechdef_thunderbolt_TDR-5SS,3,100
mechdef_centurion_CN9-A,mechdef_trebuchet_TBT-5N,32,100
mechdef_centurion_CN9-A,mechdef_urbanmech_UM-R60,100,100
mechdef_centurion_CN9-A,mechdef_urbanmech_UM-R60L,92,100
mechdef_centurion_CN9-A,mechdef_urbanmech_UM-R90,99,100
mechdef_centurion_CN9-A,mechdef_victor_VTR-9B,1,100
mechdef_centurion_CN9-A,mechdef_victor_VTR-9S,3,100
mechdef_centurion_CN9-A,mechdef_vindicator_VND-1AA,99,100
mechdef_centurion_CN9-A,mechdef_vindicator_VND-1R,89,100
mechdef_centurion_CN9-A,mechdef_wolverine_WVR-6K,26,100
mechdef_centurion_CN9-A,mechdef_wolverine_WVR-6R,59,100
mechdef_centurion_CN9-A,mechdef_zeus_ZEU-6S,1,100
mechdef_centurion_CN9-AL,mechdef_awesome_AWS-8Q,2,100
mechdef_centurion_CN9-AL,mechdef_banshee_BNC-3E,3,100
mechdef_centurion_CN9-AL,mechdef_blackjack_BJ-1,92,100
mechdef_centurion_CN9-AL,mechdef_blackjack_BJ-1DB,92,100
mechdef_centurion_CN9-AL,mechdef_cataphract_CTF-1X,6,100
mechdef_centurion_CN9-AL,mechdef_catapult_CPLT-C1,10,100
mechdef_centurion_CN9-AL,mechdef_catapult_CPLT-C4,21,100
mechdef_centurion_CN9-AL,mechdef_catapult_CPLT-K2,17,100
mechdef_centurion_CN9-AL,mechdef_centurion_CN9-A,77,100
mechdef_centurion_CN9-AL,mechdef_centurion_CN9-AL,46,100
mechdef_centurion_CN9-AL,mechdef_centurion_CN9-AS,100,100
mechdef_centurion_CN9-AL,mechdef_cicada_CDA-2A,100,100
mechdef_centurion_CN9-AL,mechdef_cicada_CDA-3C,100,100
mechdef_centurion_CN9-AL,mechdef_commando_COM-1B,100,100
mechdef_centurion_CN9-AL,mechdef_commando_COM-2D,100,100
mechdef_centurion_CN9-AL,mechdef_dragon_DRG-1N,56,100
mechdef_centurion_CN9-AL,mechdef_enforcer_ENF-4R,70,100
mechdef_centurion_CN9-AL,mechdef_grasshopper_GHR-5H,10,100
mechdef_centurion_CN9-AL,mechdef_griffin_GRF-1N,86,100
mechdef_centurion_CN9-AL,mechdef_griffin_GRF-1S,87,100
mechdef_centurion_CN9-AL,mechdef_griffin_GRF-4N,12,100
mechdef_centurion_CN9-AL,mechdef_griffin_GRF-4N_fp_greed,35,100
mechdef_centurion_CN9-AL,mechdef_hunchback_HBK-4G,33,100
mechdef_centurion_CN9-AL,mechdef_hunchback_HBK-4P,8,100
mechdef_centurion_CN9-AL,mechdef_jagermech_JM6-A,33,100
mechdef_centurion_CN9-AL,mechdef_jagermech_JM6-S,70,100
mechdef_centurion_CN9-AL,mechdef_jenner_JR7-D,100,100
mechdef_centurion_CN9-AL,mechdef_kintaro_KTO-18,4,100
mechdef_centurion_CN9-AL,mechdef_locust_LCT-1M,100,100
mechdef_centurion_CN9-AL,mechdef_locust_LCT-1S,100,100
mechdef_centurion_CN9-AL,mechdef_locust_LCT-1V,100,100
mechdef_centurion_CN9-AL,mechdef_orion_ON1-V,2,100
mechdef_centurion_CN9-AL,mechdef_panther1b_PNT-9R,99,100
mechdef_centurion_CN9-AL,mechdef_quickdraw_QKD-4G,48,100
mechdef_centurion_CN9-AL,mechdef_quickdraw_QKD-5A,52,100
mechdef_centurion_CN9-AL,mechdef_shadowhawk_SHD-2D,95,100
mechdef_centurion_CN9-AL,mechdef_shadowhawk_SHD-2H,93,100
mechdef_centurion_CN9-AL,mechdef_shadowhawk1b_SHD-2D,95,100
mechdef_centurion_CN9-AL,mechdef_spider_SDR-5V,100,100
mechdef_centurion_CN9-AL,mechdef_thunderbolt_TDR-5S,1,100
mechdef_centurion_CN9-AL,mechdef_thunderbolt_TDR-5SE,6,100
mechdef_centurion_CN9-AL,mechdef_thunderbolt_TDR-5SS,1,100
mechdef_centurion_CN9-AL,mechdef_trebuchet_TBT-5N,50,100
mechdef_centurion_CN9-AL,mechdef_urbanmech_UM-R60,100,100
mechdef_centurion_CN9-AL,mechdef_urbanmech_UM-R60L,99,100
mechdef_centurion_CN9-AL,mechdef_urbanmech_UM-R90,100,100
mechdef_centurion_CN9-AL,mechdef_victor_VTR-9B,6,100
mechdef_centurion_CN9-AL,mechdef_victor_VTR-9S,4,100
mechdef_centurion_CN9-AL,mechdef_vindicator_VND-1AA,100,100
mechdef_centurion_CN9-AL,mechdef_vindicator_VND-1R,99,100
mechdef_centurion_CN9-AL,mechdef_wolverine_WVR-6K,36,100
mechdef_centurion_CN9-AL,mechdef_wolverine_WVR-6R,83,100
mechdef_centurion_CN9-AL,mechdef_zeus_ZEU-6S,4,100
mechdef_centurion_CN9-AS,mechdef_centurion_CN9-AS,54,100
mechdef_centurion_CN9-AS,mechdef_cicada_CDA-2A,39,100
mechdef_centurion_CN9-AS,mechdef_cicada_CDA-3C,29,100
mechdef_centurion_CN9-AS,mechdef_commando_COM-1B,76,100
mechdef_centurion_CN9-AS,mechdef_commando_COM-2D,39,100
mechdef_centurion_CN9-AS,mechdef_jenner_JR7-D,21,100
mechdef_centurion_CN9-AS,mechdef_locust_LCT-1M,100,100
mechdef_centurion_CN9-AS,mechdef_locust_LCT-1S,100,100
mechdef_centurion_CN9-AS,mechdef_locust_LCT-1V,99,100
mechdef_centurion_CN9-AS,mechdef_panther1b_PNT-9R,14,100
mechdef_centurion_CN9-AS,mechdef_spider_SDR-5V,86,100
mechdef_centurion_CN9-AS,mechdef_urbanmech_UM-R60,35,100
mechdef_centurion_CN9-AS,mechdef_urbanmech_UM-R60L,49,100
mechdef_centurion_CN9-AS,mechdef_urbanmech_UM-R90,7,100
mechdef_centurion_CN9-AS,mechdef_vindicator_VND-1AA,12,100
mechdef_cicada_CDA-2A,mechdef_blackjack_BJ-1DB,1,100
mechdef_cicada_CDA-2A,mechdef_centurion_CN9-AS,61,100
mechdef_cicada_CDA-2A,mechdef_cicada_CDA-2A,50,100
mechdef_cicada_CDA-2A,mechdef_cicada_CDA-3C,32,100
mechdef_cicada_CDA-2A,mechdef_commando_COM-1B,71,100
mechdef_cicada_CDA-2A,mechdef_commando_COM-2D,32,100
mechdef_cicada_CDA-2A,mechdef_jenner_JR7-D,13,100
mechdef_cicada_CDA-2A,mechdef_locust_LCT-1M,100,100
mechdef_cicada_CDA-2A,mechdef_locust_LCT-1S,98,100
mechdef_cicada_CDA-2A,mechdef_locust_LCT-1V,98,100
mechdef_cicada_CDA-2A,mechdef_panther1b_PNT-9R,16,100
mechdef_cicada_CDA-2A,mechdef_shadowhawk_SHD-2D,1,100
mechdef_cicada_CDA-2A,mechdef_spider_SDR-5V,89,100
mechdef_cicada_CDA-2A,mechdef_urbanmech_UM-R60,21,100
mechdef_cicada_CDA-2A,mechdef_urbanmech_UM-R60L,14,100
mechdef_cicada_CDA-2A,mechdef_urbanmech_UM-R90,6,100
mechdef_cicada_CDA-2A,mechdef_vindicator_VND-1AA,16,100
mechdef_cicada_CDA-3C,mechdef_blackjack_BJ-1DB,2,100
mechdef_cicada_CDA-3C,mechdef_centurion_CN9-A,1,100
mechdef_cicada_CDA-3C,mechdef_centurion_CN9-AS,71,100
mechdef_cicada_CDA-3C,mechdef_cicada_CDA-2A,68,100
mechdef_cicada_CDA-3C,mechdef_cicada_CDA-3C,46,100
mechdef_cicada_CDA-3C,mechdef_commando_COM-1B,77,100
mechdef_cicada_CDA-3C,mechdef_commando_COM-2D,59,100
mechdef_cicada_CDA-3C,mechdef_griffin_GRF-1N,1,100
mechdef_cicada_CDA-3C,mechdef_jenner_JR7-D,37,100
mechdef_cicada_CDA-3C,mechdef_locust_LCT-1M,100,100
mechdef_cicada_CDA-3C,mechdef_locust_LCT-1S,97,100
mechdef_cicada_CDA-3C,mechdef_locust_LCT-1V,96,100
mechdef_cicada_CDA-3C,mechdef_panther1b_PNT-9R,28,100
mechdef_cicada_CDA-3C,mechdef_shadowhawk_SHD-2D,2,100
mechdef_cicada_CDA-3C,mechdef_shadowhawk1b_SHD-2D,5,100
mechdef_cicada_CDA-3C,mechdef_spider_SDR-5V,92,100
mechdef_cicada_CDA-3C,mechdef_urbanmech_UM-R60,31,100
mechdef_cicada_CDA-3C,mechdef_urbanmech_UM-R60L,27,100
mechdef_cicada_CDA-3C,mechdef_urbanmech_UM-R90,24,100
mechdef_cicada_CDA-3C,mechdef_vindicator_VND-1AA,36,100
mechdef_cicada_CDA-3C,mechdef_vindicator_VND-1R,1,100
mechdef_commando_COM-1B,mechdef_centurion_CN9-AS,24,100
mechdef_commando_COM-1B,mechdef_cicada_CDA-2A,29,100
mechdef_commando_COM-1B,mechdef_cicada_CDA-3C,23,100
mechdef_commando_COM-1B,mechdef_commando_COM-1B,48,100
mechdef_commando_COM-1B,mechdef_commando_COM-2D,22,100
mechdef_commando_COM-1B,mechdef_griffin_GRF-1N,1,100
mechdef_commando_COM-1B,mechdef_jenner_JR7-D,3,100
mechdef_commando_COM-1B,mechdef_locust_LCT-1M,100,100
mechdef_commando_COM-1B,mechdef_locust_LCT-1S,96,100
mechdef_commando_COM-1B,mechdef_locust_LCT-1V,91,100
mechdef_commando_COM-1B,mechdef_panther1b_PNT-9R,6,100
mechdef_commando_COM-1B,mechdef_shadowhawk1b_SHD-2D,1,100
mechdef_commando_COM-1B,mechdef_spider_SDR-5V,59,100
mechdef_commando_COM-1B,mechdef_urbanmech_UM-R60,13,100
mechdef_commando_COM-1B,mechdef_urbanmech_UM-R60L,17,100
mechdef_commando_COM-1B,mechdef_urbanmech_UM-R90,5,100
mechdef_commando_COM-1B,mechdef_vindicator_VND-1AA,9,100
mechdef_commando_COM-1B,mechdef_vindicator_VND-1R,1,100
mechdef_commando_COM-2D,mechdef_blackjack_BJ-1DB,2,100
mechdef_commando_COM-2D,mechdef_centurion_CN9-AS,61,100
mechdef_commando_COM-2D,mechdef_cicada_CDA-2A,68,100
mechdef_commando_COM-2D,mechdef_cicada_CDA-3C,41,100
mechdef_commando_COM-2D,mechdef_commando_COM-1B,78,100
mechdef_commando_COM-2D,mechdef_commando_COM-2D,56,100
mechdef_commando_COM-2D,mechdef_griffin_GRF-1N,1,100
mechdef_commando_COM-2D,mechdef_griffin_GRF-1S,1,100
mechdef_commando_COM-2D,mechdef_jenner_JR7-D,20,100
mechdef_commando_COM-2D,mechdef_locust_LCT-1M,100,100
mechdef_commando_COM-2D,mechdef_locust_LCT-1S,97,100
mechdef_commando_COM-2D,mechdef_locust_LCT-1V,99,100
mechdef_commando_COM-2D,mechdef_panther1b_PNT-9R,28,100
mechdef_commando_COM-2D,mechdef_shadowhawk_SHD-2D,1,100
mechdef_commando_COM-2D,mechdef_shadowhawk1b_SHD-2D,1,100
mechdef_commando_COM-2D,mechdef_spider_SDR-5V,89,100
mechdef_commando_COM-2D,mechdef_urbanmech_UM-R60,21,100
mechdef_commando_COM-2D,mechdef_urbanmech_UM-R60L,29,100
mechdef_commando_COM-2D,mechdef_urbanmech_UM-R90,14,100
mechdef_commando_COM-2D,mechdef_vindicator_VND-1AA,27,100
mechdef_commando_COM-2D,mechdef_vindicator_VND-1R,1,100
mechdef_dragon_DRG-1N,mechdef_awesome_AWS-8Q,4,100
mechdef_dragon_DRG-1N,mechdef_awesome_AWS-8T,1,100
mechdef_dragon_DRG-1N,mechdef_banshee_BNC-3E,14,100
mechdef_dragon_DRG-1N,mechdef_banshee_BNC-3M,1,100
mechdef_dragon_DRG-1N,mechdef_blackjack_BJ-1,97,100
mechdef_dragon_DRG-1N,mechdef_blackjack_BJ-1DB,93,100
mechdef_dragon_DRG-1N,mechdef_blackknight_BL-6-KNT,1,100
mechdef_dragon_DRG-1N,mechdef_cataphract_CTF-1X,8,100
mechdef_dragon_DRG-1N,mechdef_catapult_CPLT-C1,12,100
mechdef_dragon_DRG-1N,mechdef_catapult_CPLT-C4,24,100
mechdef_dragon_DRG-1N,mechdef_catapult_CPLT-K2,30,100
mechdef_dragon_DRG-1N,mechdef_centurion_CN9-A,71,100
mechdef_dragon_DRG-1N,mechdef_centurion_CN9-AL,44,100
mechdef_dragon_DRG-1N,mechdef_centurion_CN9-AS,100,100
mechdef_dragon_DRG-1N,mechdef_cicada_CDA-2A,100,100
mechdef_dragon_DRG-1N,mechdef_cicada_CDA-3C,100,100
mechdef_dragon_DRG-1N,mechdef_commando_COM-1B,100,100
mechdef_dragon_DRG-1N,mechdef_commando_COM-2D,100,100
mechdef_dragon_DRG-1N,mechdef_dragon_DRG-1N,50,100
mechdef_dragon_DRG-1N,mechdef_enforcer_ENF-4R,86,100
mechdef_dragon_DRG-1N,mechdef_grasshopper_GHR-5H,13,100
mechdef_dragon_DRG-1N,mechdef_griffin_GRF-1N,82,100
mechdef_dragon_DRG-1N,mechdef_griffin_GRF-1S,79,100
mechdef_dragon_DRG-1N,mechdef_griffin_GRF-4N,15,100
mechdef_dragon_DRG-1N,mechdef_griffin_GRF-4N_fp_greed,34,100
mechdef_dragon_DRG-1N,mechdef_hunchback_HBK-4G,43,100
mechdef_dragon_DRG-1N,mechdef_hunchback_HBK-4P,11,100
mechdef_dragon_DRG-1N,mechdef_jagermech_JM6-A,31,100
mechdef_dragon_DRG-1N,mechdef_jagermech_JM6-S,65,100
mechdef_dragon_DRG-1N,mechdef_jenner_JR7-D,99,100
mechdef_dragon_DRG-1N,mechdef_kintaro_KTO-18,5,100
mechdef_dragon_DRG-1N,mechdef_locust_LCT-1M,100,100
mechdef_dragon_DRG-1N,mechdef_locust_LCT-1S,100,100
mechdef_dragon_DRG-1N,mechdef_locust_LCT-1V,100,100
mechdef_dragon_DRG-1N,mechdef_orion_ON1-K,2,100
mechdef_dragon_DRG-1N,mechdef_panther1b_PNT-9R,100,100
mechdef_dragon_DRG-1N,mechdef_quickdraw_QKD-4G,58,100
mechdef_dragon_DRG-1N,mechdef_quickdraw_QKD-5A,54,100
mechdef_dragon_DRG-1N,mechdef_shadowhawk_SHD-2D,97,100
mechdef_dragon_DRG-1N,mechdef_shadowhawk_SHD-2H,95,100
mechdef_dragon_DRG-1N,mechdef_shadowhawk1b_SHD-2D,97,100
